content,clean_content
amazing this is really helping me for in the future,amazing really helping future
by this app I like this app because it feels like a game and the language is very easy very easy to learn but there is one problem they come home if you don't do your Spanish lessons,app like app feels like game language easy easy learn one problem come home dont spanish lessons
very very good app  very much ,good app much
best app in the world ,best app world
The English Best app,english best app
It's a very good learning aap,good learning aap
A very easy and understanding app.,easy understanding app
Duolingo has been garbage since they started focusing on AI-generated content.,duolingo garbage since started focusing aigenerated content
I like this app it is really improving my English,like app really improving english
"As a free user, the app is great, but definitely not good or the best. It teaches you SOME basics, but, despite some stuff that could be useful, you CAN'T really hold a conversation with a native speaker of the language that you're learning (Chinese in my case). The grammar isn't really explained, and, in some of my HanZi practice lessons, certain characters that I met are MISSING, along with some other issues I had with this learning app. The AI reading is also terrible. Not so useful app.",free user app great definitely good best teaches basics despite stuff could useful cant really hold conversation native speaker language youre learning chinese case grammar isnt really explained hanzi practice lessons certain characters met missing along issues learning app ai reading also terrible useful app
"this is the best way to learn a new language, and they even have a way to learn music",best way learn new language even way learn music
Im really enjoying it  thanks Duolingo,im really enjoying thanks duolingo
good experience,good experience
so far love it. went to free trial level...lol,far love went free trial levellol
I enjoy learning English by using this app. it is fantastic.,enjoy learning english using app fantastic
best game ever try it if you are going to travel ,best game ever try going travel
this is amazing platform,amazing platform
I like it improved my English,like improved english
"Duolingo is a fun app yesterday.I thought it would have helped me at all with Chinese, but it did.It's a really good app.You should get it!",duolingo fun app yesterdayi thought would helped chinese didits really good appyou get
It is the best language learning app I have ever tryed.,best language learning app ever tryed
good. expand vocabulary and intense program on extras. and u good,good expand vocabulary intense program extras u good
It is best language learning app for all,best language learning app
this aap is very good for learning any language and it's also so interesting,aap good learning language also interesting
Hate it when I'm trying to complete my dailies and when I'm about to finish my dailies change even though the timer says they won't change for another 13 hours.,hate im trying complete dailies im finish dailies change even though timer says wont change another hours
it was rally good the only downside is how long you have to wait to get more hearts,rally good downside long wait get hearts
very use Full,use full
the funny moments after you complete a lesson keeps me motivated. duolingo is also very easy to use,funny moments complete lesson keeps motivated duolingo also easy use
"love this app, you learn so much.",love app learn much
"I wish it did not have stars. It's annoying because I'm here to learn. If I knew everything I would not be here. It's a bad concept for what's advertised as free. Otherwise, it's okay.",wish stars annoying im learn knew everything would bad concept whats advertised free otherwise okay
"good app, fun way to leard other languages",good app fun way leard languages
Loss of answer forums and earning hearts. Why add math etc if it reduces overall quality. Game also steals XP boosts and does not give it to you the proper XP.,loss answer forums earning hearts add math etc reduces overall quality game also steals xp boosts give proper xp
this is the best language learning app that I ever seen,best language learning app ever seen
best learning app,best learning app
"Very useful. like a game, by playing it one can easily learn foreign language",useful like game playing one easily learn foreign language
Best ever Learning app for Language but Indian one the Oldest and Toughest Language not included which is Sankrit we really want to see that language in this app,best ever learning app language indian one oldest toughest language included sankrit really want see language app
"Duolingo is an educational app. You can learn many languages here. In my opinion, Duolingo is a good app. For students",duolingo educational app learn many languages opinion duolingo good app students
Easy & quite fun way to learn language's through the internet,easy quite fun way learn languages internet
"very nice app and also it's free to learn alot of languages , pls try it at once",nice app also free learn alot languages pls try
Very nice I'm so thankful to Duolingo to help us learn new languages just like a game !,nice im thankful duolingo help us learn new languages like game
I think the heart system is a good punishment and incentivises paying attention well. I think the amount of ads for super duolingo is a bit egregious. I think that if I was going to get it I would've already without the ads telling me to. Now they're just annoying. (especially the ones you cant mute.),think heart system good punishment incentivises paying attention well think amount ads super duolingo bit egregious think going get wouldve already without ads telling theyre annoying especially ones cant mute
I disable league status notification and yet it still shows up -_-,disable league status notification yet still shows
it's awesome!  I really love it!,awesome really love
I love the free version. It has the tools to aquaint someone with the basics in Spanish. I am still at the elementary stages anyway. I don't know what the advanced Spanish lessons are like yet.,love free version tools aquaint someone basics spanish still elementary stages anyway dont know advanced spanish lessons like yet
sooo good  so so gooooood. i love this app it so great i like u duo,sooo good gooooood love app great like u duo
I love this app,love app
this is awesome    ,awesome
you used to be so better and playable;u5 now WHY DID YOU USE AI AI IS NOTHING AI DOESN'T KNOW ANYTHING WHYY DUOOOO,used better playableu use ai ai nothing ai doesnt know anything whyy duoooo
thanks alot perfectoo app,thanks alot perfectoo app
"game-ified language learning to the extreme. i don't feel incentivized to learn, just to get points. I've been using this app for over 1400 days",gameified language learning extreme dont feel incentivized learn get points ive using app days
this very very nice duolingo,nice duolingo
it is very great app i love it really,great app love really
it's a very good app . The duo is so friendly to us .we can learn it like a story. The leader board chear us to learn,good app duo friendly us learn like story leader board chear us learn
"short lessons. reading, writing, and speaking. fun, gamified learning.",short lessons reading writing speaking fun gamified learning
It has helped me a lot for the past 2 days Thank you duolingo,helped lot past days thank duolingo
"it is great, learning has never been so much fun, got a lot to catch up with it thank you, till now it's very usefull.",great learning never much fun got lot catch thank till usefull
it helps a lot I LOVE IT,helps lot love
Learning can be fun here!,learning fun
"really wonderful apps for speaking English,",really wonderful apps speaking english
It's awesome,awesome
it is great,great
"Hello, thank you to the respected manufacturer.",hello thank respected manufacturer
rat hay nen thu :)))),rat hay nen thu
it's a good app to practice while enjoying ,good app practice enjoying
"I paid for a yearly subscription and since then the app can't hear me speaking. I've contacted them twice with no response. I'm learning to read but can't practice speaking, which was the point",paid yearly subscription since app cant hear speaking ive contacted twice response im learning read cant practice speaking point
this app is super amazing,app super amazing
Have to say the shrill voice of Junior is super annoying and really grates on my ears giving headaches. There should be an option to pick which voices you hear in your lessons. Because an awful voice makes it harder to return to lessons.,say shrill voice junior super annoying really grates ears giving headaches option pick voices hear lessons awful voice makes harder return lessons
English seckho free me,english seckho free
A perfect learning platform for beginners....with free of cost,perfect learning platform beginnerswith free cost
i want some expectations,want expectations
I think Duolingo is the best learning app From the gradual process of learning to becoming a pro It's really nice You should try it and also tell your friends and family about it.,think duolingo best learning app gradual process learning becoming pro really nice try also tell friends family
my account is not login whyy,account login whyy
this app is amazing,app amazing
"Now It's going down. I just swapped some words. in Thailand, that was correct but this app said it was wrong. Please fix them. I always support this app. Please fix.",going swapped words thailand correct app said wrong please fix always support app please fix
Very motivation and easy to learn,motivation easy learn
best app for learning language,best app learning language
"Good app, more vocabulary lessons would be helpful",good app vocabulary lessons would helpful
"decent but have a pen and paper whilst using the app and write everything down as you will, at some point, be asked to spell the spoken Spanish word, and even though you might know how to say it you probably haven't taken note of the spelling",decent pen paper whilst using app write everything point asked spell spoken spanish word even though might know say probably havent taken note spelling
I love learning with duolingo because in 7 days I learned about 100 words!,love learning duolingo days learned words
"the best platform to learn language basics, I personally suggest all to use it and learn all.Don't miss it. But a small problem that is the Don't want to leave this app and want to use all time to learn",best platform learn language basics personally suggest use learn alldont miss small problem dont want leave app want use time learn
very good Nice ,good nice
Excellent. It makes learning enjoyable.,excellent makes learning enjoyable
very good app,good app
this is best,best
I love love love love love Duo. It's the best ever app I have ever came across.,love love love love love duo best ever app ever came across
i used to like this game but now its cooked there is no way anyone likes this ai slopthis is garbage,used like game cooked way anyone likes ai slopthis garbage
this aap is much better  ,aap much better
it was wonderful!And if lets me retakes on stuff I got wrong just like Teduia!,wonderfuland lets retakes stuff got wrong like teduia
"Duo is nice, 4 star worthy",duo nice star worthy
amazing I love the wigits ,amazing love wigits
Very useful app fun and engaging for the entire family,useful app fun engaging entire family
good im impressed ,good im impressed
it helped me learn Spanish so I can talk with my friends so they can understand me and I can understand them!,helped learn spanish talk friends understand understand
it makes me learn but not all words but I loved it!! gedagedigedagedao I been marry a long time ago where did you come from where did go where did you come from cotton eye joe,makes learn words loved gedagedigedagedao marry long time ago come go come cotton eye joe
"I mean sure it's decent but you cannot Use this app without money. the heart System thing is the most stupidest dumbest thing a learning app could implement. but if you pay Some money, you can get infinite hearts. wow. just amazing. can't even be Free-2-Play in a language learning app.",mean sure decent cannot use app without money heart system thing stupidest dumbest thing learning app could implement pay money get infinite hearts wow amazing cant even freeplay language learning app
"All courses simplified, dumbed-down. Removal of useful features, addition of useless features. Becoming impossible to use for free. App used to be good, is now trash",courses simplified dumbeddown removal useful features addition useless features becoming impossible use free app used good trash
it's very helpful for learning a new language and the only reason I have it is to connect with people and it's helped me a lot in polish,helpful learning new language reason connect people helped lot polish
After one lesson you had to pay for it.. I would like a type of app that you don't have to pay for that's why I use Busuu or something like that you should check it out if your unsatisfied with this app Edit; it's Busuu,one lesson pay would like type app dont pay thats use busuu something like check unsatisfied app edit busuu
Highly recommended ..,highly recommended
its a lovely app for learning different languages even math and music.I spend alteast more that 10 days by learning something from this app  even my brother loves it.I learn french and math and intermidiate english whereas my brotuer learnt french and german,lovely app learning different languages even math musici spend alteast days learning something app even brother loves iti learn french math intermidiate english whereas brotuer learnt french german
it's so intertaning,intertaning
this is best app,best app
Very cool app,cool app
it's cool,cool
"its very help full, easy to learn in any language",help full easy learn language
"loved duo so much, everything was perfect abt it but I uninstalled it cuz who the hell wants AI to crush people's livelihoods..",loved duo much everything perfect abt uninstalled cuz hell wants ai crush peoples livelihoods
it is a perfect way to learn a language and you can do it in a fun way and you can interact with your friends.,perfect way learn language fun way interact friends
not bad not good becouse is may heart hi cuet hojaty hy tu lesson hi NAHI ly patey,bad good becouse may heart hi cuet hojaty hy tu lesson hi nahi ly patey
I just love it I'm learning Germany by the way I love it so much that I'm preparing to travel to Germany I don't know how it helps a lot the person who made Duolingo Allah oh god to bless that person I love this thing I'm learning Germany very good language for me I love you Duolingo by the way the bird is very cute and green god bless you amen.,love im learning germany way love much im preparing travel germany dont know helps lot person made duolingo allah oh god bless person love thing im learning germany good language love duolingo way bird cute green god bless amen
I love it i speak English very well,love speak english well
duolingo is an amazing app its really helpfull wgen you want to learn a new language,duolingo amazing app really helpfull wgen want learn new language
this is good ,good
I love this learning game it's really great I am getting better at Spanish ,love learning game really great getting better spanish
"this app is so good, I love using it to learn new languages and it also helps me interact with other people from anywhere in the world .I hope other people give this app a five star and love it how I do",app good love using learn new languages also helps interact people anywhere world hope people give app five star love
it's really a good learning app...,really good learning app
Duolingo is a great app to learn many languages and to connect with other people around the world I love it,duolingo great app learn many languages connect people around world love
I have nearly learned full german,nearly learned full german
"Please remove subscription feature, I can't afford it",please remove subscription feature cant afford
This app is very well.,app well
Let's Me Play With Death I Have Zero Streak Freezes So If I Miss One Lesson I'm Cooked I'm Gambling Life Rn,lets play death zero streak freezes miss one lesson im cooked im gambling life rn
two choices Spanish or vanish,two choices spanish vanish
good and helpful,good helpful
The exercises are too easy,exercises easy
"as a beginner, the app I really helpful.. in a foreign country, but I can hear what people are saying and able to talk to them. beginner friendly‼",beginner app really helpful foreign country hear people saying able talk beginner friendly
I like duolingo it helps me learn any language that I want to learn. Would definitely recommend it.,like duolingo helps learn language want learn would definitely recommend
"Dude, the stupid lessons when you only talk are the worst thing ever. They don't register your voice, making you lose hearts. Please fix, either make it as we don't lose hearts on those ones, or don't need to register all words. After that, I might give a better review.",dude stupid lessons talk worst thing ever dont register voice making lose hearts please fix either make dont lose hearts ones dont need register words might give better review
It's really helping me learn my languages I love it frfr,really helping learn languages love frfr
duolingo threatening me on my home screen 5/5 ,duolingo threatening home screen
Great,great
it's very useful app. this app learned me about something new,useful app app learned something new
"The Nigerian languages are very popular I don't know why they don't offer them and claim to be the best language app world wide, uggggh.",nigerian languages popular dont know dont offer claim best language app world wide uggggh
This app is soo good for language learning Love it BTW I am learning Spanish and Korean languages,app soo good language learning love btw learning spanish korean languages
Duolingo is a good app for learning languages ,duolingo good app learning languages
include heart,include heart
this app is best app for learn any language,app best app learn language
it feels so illegal to learn a language free of cost,feels illegal learn language free cost
you can easily learn any language you want if you don't know english so you can learn your favourite or any language you want to learn by using hindi or even if you don't know hindi so you can learn any language you want by using english must try it do contain ads right now of its own new version but only and only few ads this contains very very very less ads means really very less ads must try,easily learn language want dont know english learn favourite language want learn using hindi even dont know hindi learn language want using english must try contain ads right new version ads contains less ads means really less ads must try
Brilliantly done! So fun I actually look forward to my lessons every day.,brilliantly done fun actually look forward lessons every day
go and try if you hate it then tell me,go try hate tell
I love it I'm learning so much,love im learning much
this is awesome to learn any language and it is interesting ,awesome learn language interesting
Duo is my buddy now. slowly it became my daily routine and I've 236 day streak till today,duo buddy slowly became daily routine ive day streak till today
This app took a lot of money from my account and no way to recover them till now. Stay clear of this scamers.,app took lot money account way recover till stay clear scamers
very good app to learn a language,good app learn language
it help me learn alot,help learn alot
learning new languages so easy and fun,learning new languages easy fun
very good app,good app
it is very good learning app you always right,good learning app always right
Good app's.,good apps
some time it's wrong and you can't change Language until you finish the first one but this is a good thing for education and its all free,time wrong cant change language finish first one good thing education free
it is so good for beginners class u just have to be consistent,good beginners class u consistent
Practical way of learning,practical way learning
best learning app,best learning app
Duolingo is very helpful! (Please don't make duolingo cry.) I RECOMMEND DOWNLOADING! Duolingo is so useful that Duolingo broke the scale so now its 11/10.,duolingo helpful please dont make duolingo cry recommend downloading duolingo useful duolingo broke scale
I can now speak Korean,speak korean
it is very good applications,good applications
Duolingo isn't helping at learning grammar. They just give a clue that sometimes doesn't help at all. It's really hard if you're not fluent in understanding the foreign language. It's always messed up when grammar lessons come. Still need another app like Ai assistant or kind of website or book to check the grammar.,duolingo isnt helping learning grammar give clue sometimes doesnt help really hard youre fluent understanding foreign language always messed grammar lessons come still need another app like ai assistant kind website book check grammar
it's really good ,really good
best app for language I love what you're doing ,best app language love youre
it's soooo funny to use love ittt,soooo funny use love ittt
they are older than you should you will learn from them love it   ,older learn love
It is a perfect app for learnig other languages I learn Italian in Just 2 months . This app is just like a game. It will teach you different languages and it is a entertaining app.,perfect app learnig languages learn italian months app like game teach different languages entertaining app
This app helps me so much! It's amazing!,app helps much amazing
so much lurn,much lurn
"Its easy to jump in and start learning. Dont get frustrated with the repetitions. I was ""thinking "" Spanish without having to translate in my head within 2 days because of the repetition.",easy jump start learning dont get frustrated repetitions thinking spanish without translate head within days repetition
it's a fun application and it's effective at the same time.. I really recommend it ,fun application effective time really recommend
I learned faster than I thought it is fun to play I even learned many language and if you always play this game you even have a free trial of super dolingo . because of Duolingo I learned how to speak Korean,learned faster thought fun play even learned many language always play game even free trial super dolingo duolingo learned speak korean
very useful for learning english on mobile...,useful learning english mobile
nice games,nice games
It's really been a lot easier to learn languages and still have fun,really lot easier learn languages still fun
this app is very good,app good
I didn't learned any language waste of time,didnt learned language waste time
profesional bro,profesional bro
"great app , thanks alot",great app thanks alot
its very good app must try I -1 becuz like I can't change my language after a language I choose,good app must try becuz like cant change language language choose
"very good, I'm on a french lesson and i already speak french cuz my parents do at home but the problem with me is the writing and grammar, I often use shortenings but Duolingo helps me with the grammar and I find that really helpful",good im french lesson already speak french cuz parents home problem writing grammar often use shortenings duolingo helps grammar find really helpful
so good to learn germany maths songs etc,good learn germany maths songs etc
"Great app. but why has the ""view transcript"" option for the podcast exercises been removed? please bring them back.",great app view transcript option podcast exercises removed please bring back
im learning German and it's cool  ,im learning german cool
"Dissatisfied. Danish language learners beware! I would give ""Nul Stjerner"" if I could. Numerous erroneous English translations of Danish texts. It is clear and obvious a native English speaker does NOT proofread translations. I have countless screen shots of poor English grammar and bizzarely imprecise Danish. You are also never instructed on Danish, rather you are only tested. This app is an inferior substitute for a proper class. Dont bother with leaving feedback, they do not fix the errors.",dissatisfied danish language learners beware would give nul stjerner could numerous erroneous english translations danish texts clear obvious native english speaker proofread translations countless screen shots poor english grammar bizzarely imprecise danish also never instructed danish rather tested app inferior substitute proper class dont bother leaving feedback fix errors
very helpful! I'm using it to refresh a language I used to stay in school,helpful im using refresh language used stay school
i now know how to say minä olän velho outloud,know say min oln velho outloud
it's fantastic app I love the app,fantastic app love app
it's so good and I'm so happy I'm learning French and Swahili,good im happy im learning french swahili
I like Duolingo so that I can speak Japanese and write Japanese!!,like duolingo speak japanese write japanese
the best learning game ever,best learning game ever
I love this app,love app
"I don't get double or triple XP when I complete Duolingo quests. I used to get double or triple XP when I first installed the app, but now it doesn't happen. And it's a lot of disturbance .And sometimes, the ads suddenly come up, even though I updated the app, it didn't work even after updating the mobile. I really hate it.",dont get double triple xp complete duolingo quests used get double triple xp first installed app doesnt happen lot disturbance sometimes ads suddenly come even though updated app didnt work even updating mobile really hate
i love the experience using this app and if you are consistent enough to practice daily then you would reach your goal for sure.,love experience using app consistent enough practice daily would reach goal sure
Duolingo is nice app in English,duolingo nice app english
good app,good app
bhai please teach coding,bhai please teach coding
excellent app for basic english learners.. thankyou dullingo,excellent app basic english learners thankyou dullingo
very interructive.,interructive
great app,great app
super really amazing skills  ,super really amazing skills
Very good for anyone who wants to learn a new language,good anyone wants learn new language
nice to read it help,nice read help
This app is really helpful am so happy that l discovered it.it make its easier for me to speak French and Korea,app really helpful happy l discovered itit make easier speak french korea
this app is very good for knowledge and english speaking,app good knowledge english speaking
so perfectly ,perfectly
"i am updating this.. as recently they added quests, based on the number of lessons you complete. however, today at least 10 of my lessons did not register and i may surely lose tjis friend quest and my streak. as yiu progress with the app... fewee geammar lessons are explained properly. look for a better language platform.",updating recently added quests based number lessons complete however today least lessons register may surely lose tjis friend quest streak yiu progress app fewee geammar lessons explained properly look better language platform
the bestest English learning app,bestest english learning app
"It's good overall, but I have a complaint. It's the sudden throwing-words-I-don't-know-yet—then expecting me to get it right.",good overall complaint sudden throwingwordsidontknowyetthen expecting get right
its very easy to use and very best,easy use best
Duolingo is a very good app.,duolingo good app
this app is very nice,app nice
"It's been a really convenient, fun, and entertaining way to learn so far. It doesn't even feel like learning a language so much as a progressing puzzle with foreign words. The funny ways that the owl pushes you to learn by notification or widget keeps me going each day even when I'm not in the mood to practice or learn anything. I've studied a lot of different ways and this has been the one that sticks and motivates. I highly recommend it.",really convenient fun entertaining way learn far doesnt even feel like learning language much progressing puzzle foreign words funny ways owl pushes learn notification widget keeps going day even im mood practice learn anything ive studied lot different ways one sticks motivates highly recommend
this app is educational. when your kids are watching youtube.tell them to stop watching YouTube and play this game.Its a language learning app. There are 40+ languages in this app,app educational kids watching youtubetell stop watching youtube play gameits language learning app languages app
very good app usefull for everyone must download this app,good app usefull everyone must download app
it's very good,good
"it's fantastic for making learning languages low effort, but I lacks essential features, like allowing you classifying a new word easy or hard. it tries to guess it by your mistake , but exactly because it's fast paced and gameified, 90% of my mistakes are accidental mispresses, etc, so I end up practicing ""banana"". Properly explaining grammar or making sure you learn the alphabet first are also slowing your progress in actual learning.",fantastic making learning languages low effort lacks essential features like allowing classifying new word easy hard tries guess mistake exactly fast paced gameified mistakes accidental mispresses etc end practicing banana properly explaining grammar making sure learn alphabet first also slowing progress actual learning
Che so good and i study English and I'm so good in English i love you duolingo,che good study english im good english love duolingo
"I find the lessons are either too long, or in the case of the listening exercises, too short. I don't like the ""5 in a row/10 in a row"" nonsense. I find it annoying. I've been in the same league for months now despite doing plenty each day. I'm considering quitting to be honest.",find lessons either long case listening exercises short dont like row row nonsense find annoying ive league months despite plenty day im considering quitting honest
the app is great I love it but the premium I don't like premiums,app great love premium dont like premiums
very good app you like one you learn more any subject languages in this app you I learn more English with the his app his App help any language learning by easily like playing a game you spend 5 minute for this app so you learn much better English I was very bad in English but I learn English with this app you try this and you learn much better English and any any language this is very easy to use so I don't struggle to use this app so I prefer to use this app more than more you must download ,good app like one learn subject languages app learn english app app help language learning easily like playing game spend minute app learn much better english bad english learn english app try learn much better english language easy use dont struggle use app prefer use app must download
"duolingo is good for learning meanings of the language you're learning but it doesn't teach proper grammar of the language so you have to figure it out your self, other wise pretty good and i would recommend.",duolingo good learning meanings language youre learning doesnt teach proper grammar language figure self wise pretty good would recommend
This aap impress my Japanese talking skills.,aap impress japanese talking skills
"Great app for learning, but you do feel under pressure sometimes, plus the league positions change overnight so a bit unfair on learners from the UK",great app learning feel pressure sometimes plus league positions change overnight bit unfair learners uk
the aap is to much good and easy I very impressed ,aap much good easy impressed
can u make free,u make free
this is best app,best app
This is a very helpful app.,helpful app
"I loved this app for a long time, as it made learning fun, turning it into a low pressure game. But they've added more and more ""competitive"" features and things add pressure plus nags that get to a point of detracting from the fun (for me at least). if you do a lot, you get put in more ""competitive"" leagues, which is ok. but eventually the time required just to avoid demotion becomes excessive. Sometimes I wish I'd not renewed my subscription.",loved app long time made learning fun turning low pressure game theyve added competitive features things add pressure plus nags get point detracting fun least lot get put competitive leagues ok eventually time required avoid demotion becomes excessive sometimes wish id renewed subscription
"Fantastic language app. However, it's been realesding up lately. It's not allowing me to give the correct answers. Its very frustrating because it's onlynl accepting wrong answer and impose my hearts and cannot finish a game. Also, the Japanese audio has on the most part become so incomprehensible that I lose all my hearts.",fantastic language app however realesding lately allowing give correct answers frustrating onlynl accepting wrong answer impose hearts cannot finish game also japanese audio part become incomprehensible lose hearts
10/10 learning app. learning lots of good français,learning app learning lots good franais
LOVE IT VERY MUCH,love much
this app is educational add free and  too there is a paid version super do lingo it's trial was amazing,app educational add free paid version super lingo trial amazing
I had a good experience.... worderful and amazement,good experience worderful amazement
i hope it's the most best app where i learn a language very good.,hope best app learn language good
Great app,great app
"maybe it's a good option to learn English but It became bad when they added things related to sexual tensions, which is not appropriate for the international community.",maybe good option learn english became bad added things related sexual tensions appropriate international community
"great app to study languages and music, math I choose music it's very fun",great app study languages music math choose music fun
"Amazing app, i learned so much",amazing app learned much
simply stunning and what makes me enjoy it more is their continuous improvement,simply stunning makes enjoy continuous improvement
funny learning,funny learning
very good app,good app
nice ap to learn lang,nice ap learn lang
i didnt like this app because when i given a wrong answer its start asking me to come back and start from first and its to longer,didnt like app given wrong answer start asking come back start first longer
"I only want my 12-year-old daughter to learn English, not ""gay"" concepts like this App is introducing in Lesson 5, unit 14. ""Talk about relationship.""",want yearold daughter learn english gay concepts like app introducing lesson unit talk relationship
really fun to learn Japanese,really fun learn japanese
very good English learning app i like it so much ,good english learning app like much
Great work helped m,great work helped
good app,good app
"Duolingo, You failed, I hate that app because it says ""Take 3 mins or 5 mins"" to learn a lesson also I tried to sleep without muting It says ""Last Chance"" and sound to without muting please be Careful.",duolingo failed hate app says take mins mins learn lesson also tried sleep without muting says last chance sound without muting please careful
"the apps great, quite interactive if you have the pro version helps with retention",apps great quite interactive pro version helps retention
it really helped me with Spanish,really helped spanish
i enjoy learning in this app you should also do this guys,enjoy learning app also guys
this is platform is very good to learn English,platform good learn english
world best language learning tool,world best language learning tool
very nice language lerning app of all people,nice language lerning app people
"Had duo super for probably around 4 years. I'm not quite sure how I would have liked the app without it. sad to cancel, but will not support google through any in store purchases.",duo super probably around years im quite sure would liked app without sad cancel support google store purchases
good app,good app
ok but does not work sometimes. wont say certain words so cant learn to pronounce them,ok work sometimes wont say certain words cant learn pronounce
this app is so helpful ,app helpful
this is great app ever,great app ever
it's been very helpful in helping me learn Japanese,helpful helping learn japanese
let's me learn Spanish,lets learn spanish
best platform to learn basics of any region language ,best platform learn basics region language
I want refund! they will charge your card without realizing it your money is gone and I realized it went to Duolingo subscription they didn't ask me first if they are going to charge my card while in a timing that money I need to use is for the emergency. please! return my money back,want refund charge card without realizing money gone realized went duolingo subscription didnt ask first going charge card timing money need use emergency please return money back
"I've been a Super user for almost 3 years. Had to uninstall the app because it became unnecessarily hard. Only 16 users stay in the Diamond league, really? It's crazy because everyone wants to stay. And you have to either earn XP to stay in the league or you actually learn the language. Not to mention that developers removed Duo's best features like the community where you could ask questions to native speakers. It would've been much better for me to spend all this time in Busuu instead.",ive super user almost years uninstall app became unnecessarily hard users stay diamond league really crazy everyone wants stay either earn xp stay league actually learn language mention developers removed duos best features like community could ask questions native speakers wouldve much better spend time busuu instead
Nice app for language class       ,nice app language class
it's very nice I am learning French is good for me,nice learning french good
this is the best skills teacher,best skills teacher
the way they teach is fun and easy to remember,way teach fun easy remember
excitingly learning ,excitingly learning
the best app everrr,best app everrr
Duolingo is a best app in english learning help me,duolingo best app english learning help
It's an AWESOME EXPERIENCE! They have a wide range of languages to choose from! Duolingo is also veryy Cute who helps u throughout your journey!,awesome experience wide range languages choose duolingo also veryy cute helps u throughout journey
A fun way to learn or relearn Spanish!!,fun way learn relearn spanish
it's great ,great
it really helped me to learn,really helped learn
I love this app..It's the best teacher,love appits best teacher
Really a nice language learning app ,really nice language learning app
I learnt more than 6 languages through the Duolingo. Thank you Duolingo,learnt languages duolingo thank duolingo
"A great app for people struggling to learn languages very useful, duo made learning a language just like playing games I love this app",great app people struggling learn languages useful duo made learning language like playing games love app
it's app is so good,app good
educative app very helpful,educative app helpful
really very nice app,really nice app
helpful,helpful
nice app i loved it it's easy to learn more languages ,nice app loved easy learn languages
very simple,simple
"This App is really good! This App different than other Apps, I'm happy to study with Duolingo.",app really good app different apps im happy study duolingo
this is so good ,good
"all good,without ad",goodwithout ad
very good app and very useful.,good app useful
this app is very-very. good,app veryvery good
it teaches me good Chinese lesson,teaches good chinese lesson
i lovesuper duolingo because I'm really proving my Chinese soon we willbe getting in touch withthem,lovesuper duolingo im really proving chinese soon willbe getting touch withthem
don't have it installed but I love Duolingo But please add more hearts or more ways to get them,dont installed love duolingo please add hearts ways get
that good App,good app
"duolingo is the perfect app to learn any language you want , I highly recommend it,and while learning you also have a lot of fun!",duolingo perfect app learn language want highly recommend itand learning also lot fun
v nice application nd helping,v nice application nd helping
it's good but it is daily,good daily
Excellent app! I really enjoy learning Polish with it every morning. Only reason it isn't 5 stars is because the practice exercises for new words never changes. It's the same words I have had since beginning learning Polish and I've moved on a lot! I'd love to be able to review my new words.,excellent app really enjoy learning polish every morning reason isnt stars practice exercises new words never changes words since beginning learning polish ive moved lot id love able review new words
this app so nice because is teach mee all skils by english language,app nice teach mee skils english language
Great app,great app
its easy to use you dont need to spend money and im actually learning Spanish,easy use dont need spend money im actually learning spanish
to much good app but there are some languages missing like Urdu,much good app languages missing like urdu
very good the music and languages are really easy to study,good music languages really easy study
good app for languages ,good app languages
this app is good but u have to add for urdu speakers too,app good u add urdu speakers
the best app I'll rate it 5,best app ill rate
"I think,this is the best app for learning language i ever seen",thinkthis best app learning language ever seen
it is the best way of learning a language!!!!! i have learnt Italian for 18 days and i know lots of words!!! and no ads!!!,best way learning language learnt italian days know lots words ads
it's got worse. It feels like I'm not learning anything anymore.,got worse feels like im learning anything anymore
This is the app I recommend for language learning,app recommend language learning
very nice app I can learn French from duolingo,nice app learn french duolingo
Fun and easy to use! love it so far.,fun easy use love far
it is not for free and cant learn better,free cant learn better
Good opportunity for busy people,good opportunity busy people
"its a fantastic app with many many languages it,s a fun way of learning spanish",fantastic app many many languages fun way learning spanish
very nice app! perfect for learning other languages if you want to travel to other countries! highly recommended,nice app perfect learning languages want travel countries highly recommended
superb and easy way all,superb easy way
I have been using the app since month and found it easy to use and helped improve my language tht I'm poor in . No need of any guide n tutorial just pick your language. Perfect for beginners,using app since month found easy use helped improve language tht im poor need guide n tutorial pick language perfect beginners
I learned japaness in a day !!!,learned japaness day
"im sure im learning alot,its beautiful as a first timer to feel this confident",im sure im learning alotits beautiful first timer feel confident
it's helpful ,helpful
it does nag a bit and it would be nice to be able to go back for vocabulary,nag bit would nice able go back vocabulary
Am getting better thanks to duolingo,getting better thanks duolingo
Great,great
lightning bolts and very bright colors aren't improving the educational experience,lightning bolts bright colors arent improving educational experience
this app is really very very best I learn Korean from 2 months and I learned very much best Korean . I speak fluently in Korean language. Duolingo teach like enjoy and with a game type. duolingo is very helpful platform for everyone.,app really best learn korean months learned much best korean speak fluently korean language duolingo teach like enjoy game type duolingo helpful platform everyone
easy learning  ,easy learning
Best app;I learned so many languages from here I just love this,best appi learned many languages love
Such a good and nice app my English skill has improve,good nice app english skill improve
Duolingo is amazing  app you can learn more than 100 languages and I ts free.,duolingo amazing app learn languages ts free
a very helpful app and improve my vocabulary and helped me to make sentences in the class I really loved it ,helpful app improve vocabulary helped make sentences class really loved
l love this sap I could know many language ,l love sap could know many language
it so excellent and it so helpful too for us struggling with languages,excellent helpful us struggling languages
