content,score,at
best learning app,5,2025-07-20 17:54:45
very good,5,2025-07-20 17:52:14
ion still understand german twin 🤞,3,2025-07-20 17:51:50
"Very useful. like a game, by playing it one can easily learn foreign language",5,2025-07-20 17:49:51
Best ever Learning app for Language but Indian one the Oldest and Toughest Language not included which is Sankrit we really want to see that language in this app,5,2025-07-20 17:49:14
"Duolingo is an educational app. You can learn many languages here. In my opinion, Duolingo is a good app. For students",5,2025-07-20 17:48:05
Easy & quite fun way to learn language's through the internet,5,2025-07-20 17:47:58
it is gooooooooooooooooooooo d! 😄,5,2025-07-20 17:47:47
"very nice app and also it's free to learn alot of languages , pls try it at once",5,2025-07-20 17:47:13
Very nice I'm so thankful to Duolingo to help us learn new languages just like a game 🎯!,5,2025-07-20 17:46:44
I think the heart system is a good punishment and incentivises paying attention well. I think the amount of ads for super duolingo is a bit egregious. I think that if I was going to get it I would've already without the ads telling me to. Now they're just annoying. (especially the ones you cant mute.),4,2025-07-20 17:46:22
I disable league status notification and yet it still shows up -_-,1,2025-07-20 17:46:20
it's awesome! 😊😄 I really love it!,5,2025-07-20 17:45:16
I love the free version. It has the tools to aquaint someone with the basics in Spanish. I am still at the elementary stages anyway. I don't know what the advanced Spanish lessons are like yet.,5,2025-07-20 17:45:11
mi mijor app,5,2025-07-20 17:44:28
sooo good 😊👍😊👍😊👍😊😊👍😊👍😊👍😊👍 so so gooooood. i love this app it so great i like u duo,5,2025-07-20 17:43:21
ভালো,5,2025-07-20 17:43:00
Good 👍,4,2025-07-20 17:42:55
I love this app,5,2025-07-20 17:42:30
"Trop de pub, après c'est du top👍",4,2025-07-20 17:42:25
this is awesome 👌 👏 👍 😊😇😝☺️😗,5,2025-07-20 17:41:13
you used to be so better and playable;u5 now WHY DID YOU USE AI AI IS NOTHING AI DOESN'T KNOW ANYTHING WHYY DUOOOO,1,2025-07-20 17:41:00
thanks alot perfectoo app,5,2025-07-20 17:40:53
Amezing,5,2025-07-20 17:40:22
"game-ified language learning to the extreme. i don't feel incentivized to learn, just to get points. I've been using this app for over 1400 days",3,2025-07-20 17:39:24
this very very nice duolingo,5,2025-07-20 17:37:59
it is very great app i love it really,5,2025-07-20 17:35:48
it's a very good app . The duo is so friendly to us .we can learn it like a story. The leader board chear us to learn,5,2025-07-20 17:35:31
"as primeiras missões são chatinhas, mas ensinam palavras otimas e depois o curso se intensifica com revisões e palavras interessante",5,2025-07-20 17:35:09
nice💯💯💯🦸,5,2025-07-20 17:34:42
O Duolingo é muito fofo e também as liçoes são muito boas!,5,2025-07-20 17:34:07
"short lessons. reading, writing, and speaking. fun, gamified learning.",5,2025-07-20 17:32:14
awesome,5,2025-07-20 17:32:10
It has helped me a lot for the past 2 days Thank you duolingo😊,5,2025-07-20 17:30:31
wow ❤️,5,2025-07-20 17:30:00
good 👍,5,2025-07-20 17:29:12
"it is great, learning has never been so much fun, got a lot to catch up with it thank you, till now it's very usefull.",5,2025-07-20 17:28:50
جميل جدا لكن الاعلانات مزعجه قليلا ... احببته🩷,5,2025-07-20 17:28:45
it helps a lot I LOVE IT,5,2025-07-20 17:27:58
Learning can be fun here!,4,2025-07-20 17:27:24
"really wonderful apps for speaking English,",2,2025-07-20 17:26:34
It's awesome,5,2025-07-20 17:26:28
perfect 👍,5,2025-07-20 17:25:57
thanks duolingo,5,2025-07-20 17:25:39
it is great,4,2025-07-20 17:24:09
"Hello, thank you to the respected manufacturer.",5,2025-07-20 17:21:19
good,5,2025-07-20 17:19:51
rat hay nen thu :)))),5,2025-07-20 17:19:47
nice,5,2025-07-20 17:18:58
it's a good app to practice while enjoying 😀,5,2025-07-20 17:17:39
"I paid for a yearly subscription and since then the app can't hear me speaking. I've contacted them twice with no response. I'm learning to read but can't practice speaking, which was the point",1,2025-07-20 17:16:58
this app is super amazing,5,2025-07-20 17:16:21
best learning app I have ever seen,5,2025-07-20 17:15:29
lovely 😍,5,2025-07-20 17:15:16
Have to say the shrill voice of Junior is super annoying and really grates on my ears giving headaches. There should be an option to pick which voices you hear in your lessons. Because an awful voice makes it harder to return to lessons.,1,2025-07-20 17:14:22
English seckho free me,5,2025-07-20 17:13:59
A perfect learning platform for beginners....with free of cost,5,2025-07-20 17:12:23
i want some expectations,3,2025-07-20 17:12:16
I think Duolingo is the best learning app From the gradual process of learning to becoming a pro It's really nice You should try it and also tell your friends and family about it.,5,2025-07-20 17:11:32
my account is not login whyy,3,2025-07-20 17:11:11
this app is amazing,5,2025-07-20 17:09:58
"Now It's going down. I just swapped some words. in Thailand, that was correct but this app said it was wrong. Please fix them. I always support this app. Please fix.",2,2025-07-20 17:09:43
Very motivation and easy to learn,5,2025-07-20 17:07:44
best app for learning language,5,2025-07-20 17:07:25
"Good app, more vocabulary lessons would be helpful",4,2025-07-20 17:06:23
"decent but have a pen and paper whilst using the app and write everything down as you will, at some point, be asked to spell the spoken Spanish word, and even though you might know how to say it you probably haven't taken note of the spelling",4,2025-07-20 17:05:46
I love learning with duolingo because in 7 days I learned about 100 words!,5,2025-07-20 17:05:06
"the best platform to learn language basics, I personally suggest all to use it and learn all.Don't miss it. But a small problem that is the Don't want to leave this app and want to use all time to learn",5,2025-07-20 17:01:13
very good Nice 👍,5,2025-07-20 17:00:36
Excellent. It makes learning enjoyable.,5,2025-07-20 17:00:28
very good app,5,2025-07-20 17:00:05
this is best,5,2025-07-20 16:59:28
I love love love love love Duo. It's the best ever app I have ever came across.,5,2025-07-20 16:59:01
i used to like this game but now its cooked there is no way anyone likes this ai slopthis is garbage,1,2025-07-20 16:57:48
this aap is much better 😌 👌,5,2025-07-20 16:57:36
Excellent 👌,5,2025-07-20 16:57:28
it was wonderful!And if lets me retakes on stuff I got wrong just like Teduia!,5,2025-07-20 16:57:18
"Duo is nice, 4 star worthy",4,2025-07-20 16:55:16
😎 Best language app,4,2025-07-20 16:54:49
okok,3,2025-07-20 16:53:33
amazing I love the wigits 🩷💗💖,5,2025-07-20 16:52:24
Very useful app fun and engaging for the entire family,5,2025-07-20 16:52:05
good im impressed 👍😁,4,2025-07-20 16:51:57
it helped me learn Spanish so I can talk with my friends so they can understand me and I can understand them!,5,2025-07-20 16:51:39
it makes me learn but not all words but I loved it!! gedagedigedagedao I been marry a long time ago where did you come from where did go where did you come from cotton eye joe,4,2025-07-20 16:50:42
"I mean sure it's decent but you cannot Use this app without money. the heart System thing is the most stupidest dumbest thing a learning app could implement. but if you pay Some money, you can get infinite hearts. wow. just amazing. can't even be Free-2-Play in a language learning app.",3,2025-07-20 16:49:08
"All courses simplified, dumbed-down. Removal of useful features, addition of useless features. Becoming impossible to use for free. App used to be good, is now trash",1,2025-07-20 16:48:26
আমার অনেক ভালো লাগে।,5,2025-07-20 16:47:16
it's very helpful for learning a new language and the only reason I have it is to connect with people and it's helped me a lot in polish,4,2025-07-20 16:44:39
After one lesson you had to pay for it.. I would like a type of app that you don't have to pay for that's why I use Busuu or something like that you should check it out if your unsatisfied with this app Edit; it's Busuu,1,2025-07-20 16:44:24
Highly recommended ..👌❤,5,2025-07-20 16:43:11
its a lovely app for learning different languages even math and music.I spend alteast more that 10 days by learning something from this app 🥰 even my brother loves it.I learn french and math and intermidiate english whereas my brotuer learnt french and german👍🥰,5,2025-07-20 16:43:07
"sincèrement impressionné par la méthode d'apprentissage. J'étais très septique au début. Dans mon cas, cela a pris environ 2 semaines a chaque jour pour voir une évolution très rapide par la suite.",5,2025-07-20 16:42:30
it's so intertaning,5,2025-07-20 16:42:17
this is best app,5,2025-07-20 16:41:38
Very cool app,5,2025-07-20 16:41:01
"keren, cuman aku gatau cara bedain formal in formal nya, mungkin karena aku masih belajar dasar nya ya?",4,2025-07-20 16:39:47
amazing,5,2025-07-20 16:39:45
it's cool,5,2025-07-20 16:39:43
"lumayan lah ya bljr pake doulingo,tpi ada bnyk plus & minus nya,opini aku si kli utk newbie kurang cocok",4,2025-07-20 16:39:38
"its very help full, easy to learn in any language",4,2025-07-20 16:39:29
thodi Ghani khami c h h e,5,2025-07-20 16:38:57
very good 👍,5,2025-07-20 16:36:55
so beautiful,5,2025-07-20 16:36:24
"loved duo so much, everything was perfect abt it but I uninstalled it cuz who the hell wants AI to crush people's livelihoods..",1,2025-07-20 16:36:17
it is a perfect way to learn a language and you can do it in a fun way and you can interact with your friends.,5,2025-07-20 16:35:50
LA mejor app para aprender ingles,5,2025-07-20 16:34:57
it's amazing,5,2025-07-20 16:34:17
not bad not good becouse is may heart hi cuet hojaty hy tu lesson hi NAHI ly patey,1,2025-07-20 16:33:25
I just love it I'm learning Germany by the way I love it so much that I'm preparing to travel to Germany I don't know how it helps a lot the person who made Duolingo Allah oh god to bless that person I love this thing I'm learning Germany very good language for me I love you Duolingo by the way the bird is very cute and green god bless you amen.🇩🇪💘💚,5,2025-07-20 16:32:34
I love it i speak English very well,4,2025-07-20 16:32:04
duolingo is an amazing app its really helpfull wgen you want to learn a new language,5,2025-07-20 16:32:03
this is good 👍,5,2025-07-20 16:31:46
I love this learning game it's really great I am getting better at Spanish 😊,5,2025-07-20 16:31:08
"this app is so good, I love using it to learn new languages and it also helps me interact with other people from anywhere in the world .I hope other people give this app a five star and love it how I do",5,2025-07-20 16:30:24
it's really a good learning app...,5,2025-07-20 16:30:07
Duolingo is a great app to learn many languages and to connect with other people around the world I love it🥰🥰,5,2025-07-20 16:29:58
gud app,5,2025-07-20 16:28:28
not good,1,2025-07-20 16:27:33
I have nearly learned full german,5,2025-07-20 16:27:24
"no, its bad",1,2025-07-20 16:27:17
superb app,4,2025-07-20 16:26:39
"Please remove subscription feature, I can't afford it",1,2025-07-20 16:26:13
This app is very well.,5,2025-07-20 16:25:57
Let's Me Play With Death I Have Zero Streak Freezes So If I Miss One Lesson I'm Cooked I'm Gambling Life Rn,5,2025-07-20 16:25:21
👍,5,2025-07-20 16:25:06
two choices Spanish or vanish,5,2025-07-20 16:23:21
good and helpful,5,2025-07-20 16:22:41
The exercises are too easy,4,2025-07-20 16:20:50
👍,4,2025-07-20 16:18:52
"as a beginner, the app I really helpful.. in a foreign country, but I can hear what people are saying and able to talk to them. beginner friendly‼️",5,2025-07-20 16:18:30
I like duolingo it helps me learn any language that I want to learn. Would definitely recommend it.,5,2025-07-20 16:18:24
very nice ♥️♥️,5,2025-07-20 16:16:35
"Dude, the stupid lessons when you only talk are the worst thing ever. They don't register your voice, making you lose hearts. Please fix, either make it as we don't lose hearts on those ones, or don't need to register all words. After that, I might give a better review.",1,2025-07-20 16:16:25
It's really helping me learn my languages I love it frfr♥️,5,2025-07-20 16:16:00
duolingo threatening me on my home screen 5/5 ⭐,5,2025-07-20 16:15:39
Great,5,2025-07-20 16:14:33
it's very useful app. this app learned me about something new,4,2025-07-20 16:14:07
"The Nigerian languages are very popular I don't know why they don't offer them and claim to be the best language app world wide, uggggh.",4,2025-07-20 16:13:01
good,5,2025-07-20 16:12:01
This app is soo good for language learning Love it BTW I am learning Spanish and Korean languages,5,2025-07-20 16:11:59
Duolingo is a good app for learning languages 💫,5,2025-07-20 16:09:48
WoW,5,2025-07-20 16:09:33
much better 😃,5,2025-07-20 16:09:32
VERY VERY VERY VERY NICE CHALLAM 😍,5,2025-07-20 16:08:56
best app,5,2025-07-20 16:08:01
include heart,4,2025-07-20 16:07:27
this app is best app for learn any language,5,2025-07-20 16:05:26
bagus untuk dicuba. senang untuk difahami dan dipelajari. sesuai untuk korang yang tak nak bazir duit pergi tuisyen.,4,2025-07-20 16:03:38
it feels so illegal to learn a language free of cost,4,2025-07-20 16:03:12
you can easily learn any language you want if you don't know english so you can learn your favourite or any language you want to learn by using hindi or even if you don't know hindi so you can learn any language you want by using english must try it do contain ads right now of its own new version but only and only few ads this contains very very very less ads means really very less ads must try,5,2025-07-20 16:03:02
good 😊,5,2025-07-20 16:02:35
Brilliantly done! So fun I actually look forward to my lessons every day.,5,2025-07-20 16:02:19
go and try if you hate it then tell me,5,2025-07-20 16:00:34
I love it I'm learning so much,5,2025-07-20 15:59:20
this is awesome to learn any language and it is interesting 😀,5,2025-07-20 15:58:53
Duo is my buddy now. slowly it became my daily routine and I've 236 day streak till today,5,2025-07-20 15:57:32
This app took a lot of money from my account and no way to recover them till now. Stay clear of this scamers.,1,2025-07-20 15:57:11
very good app to learn a language,5,2025-07-20 15:56:54
it help me learn alot,5,2025-07-20 15:56:50
learning new languages so easy and fun,5,2025-07-20 15:56:19
very good app,5,2025-07-20 15:54:05
it is very good learning app you always right,5,2025-07-20 15:53:21
Good app's.,5,2025-07-20 15:52:57
very god,5,2025-07-20 15:52:28
some time it's wrong and you can't change Language until you finish the first one but this is a good thing for education and its all free,4,2025-07-20 15:52:02
nice,5,2025-07-20 15:51:23
it is so good for beginners class u just have to be consistent,5,2025-07-20 15:49:55
Practical way of learning,5,2025-07-20 15:49:50
best learning app,5,2025-07-20 15:49:40
Duolingo is very helpful! (Please don't make duolingo cry.) I RECOMMEND DOWNLOADING! Duolingo is so useful that Duolingo broke the scale so now its 11/10.,5,2025-07-20 15:48:31
wellll,5,2025-07-20 15:48:04
🥰🥰,5,2025-07-20 15:47:23
I can now speak Korean,5,2025-07-20 15:45:19
Excellent 👌 hai,5,2025-07-20 15:44:50
it is very good applications,5,2025-07-20 15:44:33
it's amazing,5,2025-07-20 15:44:03
Duolingo isn't helping at learning grammar. They just give a clue that sometimes doesn't help at all. It's really hard if you're not fluent in understanding the foreign language. It's always messed up when grammar lessons come. Still need another app like Ai assistant or kind of website or book to check the grammar.,2,2025-07-20 15:42:23
it's really good 😊,5,2025-07-20 15:42:04
best app for language I love what you're doing 😍,5,2025-07-20 15:39:23
it's soooo funny to use love ittt,5,2025-07-20 15:39:21
they are older than you should you will learn from them love it 😀 😉 😏,5,2025-07-20 15:39:20
It is a perfect app for learnig other languages I learn Italian in Just 2 months . This app is just like a game. It will teach you different languages and it is a entertaining app.,5,2025-07-20 15:38:57
This app helps me so much! It's amazing!,5,2025-07-20 15:36:29
very good,5,2025-07-20 15:36:25
so much lurn,5,2025-07-20 15:36:10
no audio,3,2025-07-20 15:35:52
excellent,5,2025-07-20 15:35:06
"Its easy to jump in and start learning. Dont get frustrated with the repetitions. I was ""thinking "" Spanish without having to translate in my head within 2 days because of the repetition.",5,2025-07-20 15:35:05
amazing,5,2025-07-20 15:33:48
it's a fun application and it's effective at the same time.. I really recommend it 👌,4,2025-07-20 15:32:40
I learned faster than I thought it is fun to play I even learned many language and if you always play this game you even have a free trial of super dolingo 감사합니다. because of Duolingo I learned how to speak Korean,5,2025-07-20 15:31:31
very useful for learning english on mobile...,5,2025-07-20 15:30:55
ur so trash ur japanese sucks not like anime japanese or normal -_-,1,2025-07-20 15:30:34
عندي مشكله في التطبيق مش راضي ينزل عندي ممكن تحلو المشكله دي في اقرب وقت ممكن تحلو المشكله دي دلوقتي معلش,5,2025-07-20 15:29:22
humko achcha laga do lingo bahut achcha sikhata hai thank you Duolingo 🙏🙏,5,2025-07-20 15:29:17
aplicacion practica,5,2025-07-20 15:28:49
nice games,5,2025-07-20 15:27:41
very good 👍😊,5,2025-07-20 15:27:30
It's really been a lot easier to learn languages and still have fun,5,2025-07-20 15:25:35
this app is very good,5,2025-07-20 15:24:05
I didn't learned any language waste of time,1,2025-07-20 15:24:05
profesional bro❤🔥,5,2025-07-20 15:23:57
"great app , thanks alot",5,2025-07-20 15:23:33
Just pure.,5,2025-07-20 15:22:19
very good 👍,5,2025-07-20 15:22:18
its very good app must try I -1 becuz like I can't change my language after a language I choose,4,2025-07-20 15:20:32
"very good, I'm on a french lesson and i already speak french cuz my parents do at home but the problem with me is the writing and grammar, I often use shortenings but Duolingo helps me with the grammar and I find that really helpful",5,2025-07-20 15:19:43
so good to learn germany maths songs etc,5,2025-07-20 15:18:32
"Great app. but why has the ""view transcript"" option for the podcast exercises been removed? please bring them back.",4,2025-07-20 15:17:48
im learning German and it's cool 😎 😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎,5,2025-07-20 15:16:26
"Dissatisfied. Danish language learners beware! I would give ""Nul Stjerner"" if I could. Numerous erroneous English translations of Danish texts. It is clear and obvious a native English speaker does NOT proofread translations. I have countless screen shots of poor English grammar and bizzarely imprecise Danish. You are also never instructed on Danish, rather you are only tested. This app is an inferior substitute for a proper class. Dont bother with leaving feedback, they do not fix the errors.",1,2025-07-20 15:15:06
very helpful! I'm using it to refresh a language I used to stay in school,5,2025-07-20 15:14:58
nice,5,2025-07-20 15:13:28
i now know how to say minä olän velho outloud,5,2025-07-20 15:12:39
👍,5,2025-07-20 15:10:32
nice I love it,5,2025-07-20 15:09:18
ভালো,5,2025-07-20 15:08:34
mai chati hu ki Aap marathi language bhi sikhaya,5,2025-07-20 15:08:34
it's fantastic app I love the app,5,2025-07-20 15:08:26
it's so good and I'm so happy I'm learning French and Swahili,5,2025-07-20 15:07:43
I like Duolingo so that I can speak Japanese and write Japanese!!,5,2025-07-20 15:07:25
nice app,5,2025-07-20 15:07:21
the best learning game ever,5,2025-07-20 15:07:14
मुझे यह बहुत ही पसंद आया क्योंकि इसमें आप अपने मनपसंद इंग्लिश सीख रहे हैं और आप इसमें इंग्लिश से जुड़ी हुई बातों का अनुमान भी लगा रहे हैं हमें पता नहीं था कि यह शब्द भी इंग्लिश में उसे होते हैं और हमें पता नहीं था कि यह उसका उसे कहां करते हैं क्योंकि हमसिर्फ कुछ नही पढ़ रहे थे और यह हम यहां पर दो लिंगो पर सीख रहे हैं रोलिंग में एक बहुत अच्छा ऐप है और देश के लिए बहुत अच्छा ऐप है जिससे चाहिए कि यह आगे चलकर बहुत अच्छा है बने और उसमें बहुत सारी बदलाव की जरूरत नहीं है क्योंकि बच्चे इसी पर सेसीख रहे,5,2025-07-20 15:04:41
I just love it,5,2025-07-20 15:02:54
I love this app,5,2025-07-20 15:02:29
"I don't get double or triple XP when I complete Duolingo quests. I used to get double or triple XP when I first installed the app, but now it doesn't happen. And it's a lot of disturbance .And sometimes, the ads suddenly come up, even though I updated the app, it didn't work even after updating the mobile. I really hate it.",1,2025-07-20 15:02:17
i love the experience using this app and if you are consistent enough to practice daily then you would reach your goal for sure.,5,2025-07-20 15:01:53
nice 👍🙂🙂,5,2025-07-20 15:00:21
बहुत बकवास 😡😡😤,1,2025-07-20 14:58:47
Duolingo is nice app in English,5,2025-07-20 14:57:37
good app,5,2025-07-20 14:57:28
bhai please teach coding,5,2025-07-20 14:57:18
perfect ❤️,5,2025-07-20 14:57:14
cool app,5,2025-07-20 14:56:46
excellent app for basic english learners.. thankyou dullingo,5,2025-07-20 14:56:14
أفضل تطبيق لتعليم اللغة,5,2025-07-20 14:54:11
very interructive.,5,2025-07-20 14:53:02
a good one,4,2025-07-20 14:52:47
good,5,2025-07-20 14:51:49
great app,4,2025-07-20 14:51:26
انه حقا راءع لقد ساعدني في تعلم اللغات وخاصة انها مجانية,5,2025-07-20 14:51:08
good😍,4,2025-07-20 14:50:54
super really amazing skills 👏 👌,5,2025-07-20 14:50:28
Best,5,2025-07-20 14:50:21
nice,5,2025-07-20 14:50:02
bht accha aap hai best hai sikhne ke liye,5,2025-07-20 14:49:16
Very good for anyone who wants to learn a new language,5,2025-07-20 14:47:25
nice to read it help,5,2025-07-20 14:47:17
This app is really helpful 🥰🥰🥰am so happy that l discovered it.it make its easier for me to speak French and Korea,5,2025-07-20 14:45:12
very good,5,2025-07-20 14:44:18
this app is very good for knowledge and english speaking,4,2025-07-20 14:44:12
best language app for beginners 😘,5,2025-07-20 14:42:54
nice app 🙂💯,5,2025-07-20 14:42:39
so perfectly 👌,5,2025-07-20 14:40:59
very good,4,2025-07-20 14:40:58
"i am updating this.. as recently they added quests, based on the number of lessons you complete. however, today at least 10 of my lessons did not register and i may surely lose tjis friend quest and my streak. as yiu progress with the app... fewee geammar lessons are explained properly. look for a better language platform.",1,2025-07-20 14:40:43
the bestest English learning app,5,2025-07-20 14:37:55
"It's good overall, but I have a complaint. It's the sudden throwing-words-I-don't-know-yet—then expecting me to get it right.",5,2025-07-20 14:36:35
its very easy to use and very best,5,2025-07-20 14:36:07
Duolingo is a very good app.,5,2025-07-20 14:35:39
very nice🥰,5,2025-07-20 14:35:17
this app is very nice,5,2025-07-20 14:34:21
"It's been a really convenient, fun, and entertaining way to learn so far. It doesn't even feel like learning a language so much as a progressing puzzle with foreign words. The funny ways that the owl pushes you to learn by notification or widget keeps me going each day even when I'm not in the mood to practice or learn anything. I've studied a lot of different ways and this has been the one that sticks and motivates. I highly recommend it.",5,2025-07-20 14:33:40
ओम,5,2025-07-20 14:33:26
this app is educational. when your kids are watching youtube.tell them to stop watching YouTube and play this game.Its a language learning app. There are 40+ languages in this app,5,2025-07-20 14:32:54
Excellent,5,2025-07-20 14:32:15
very good app usefull for everyone must download this app,5,2025-07-20 14:30:59
it's very good,5,2025-07-20 14:30:24
"it's fantastic for making learning languages low effort, but I lacks essential features, like allowing you classifying a new word easy or hard. it tries to guess it by your mistake , but exactly because it's fast paced and gameified, 90% of my mistakes are accidental mispresses, etc, so I end up practicing ""banana"". Properly explaining grammar or making sure you learn the alphabet first are also slowing your progress in actual learning.",4,2025-07-20 14:30:15
Che so good and i study English and I'm so good in English i love you duolingo,5,2025-07-20 14:28:34
"I find the lessons are either too long, or in the case of the listening exercises, too short. I don't like the ""5 in a row/10 in a row"" nonsense. I find it annoying. I've been in the same league for months now despite doing plenty each day. I'm considering quitting to be honest.",1,2025-07-20 14:28:03
the app is great I love it but the premium I don't like premiums,5,2025-07-20 14:26:38
very nice 👍👍,5,2025-07-20 14:26:18
very nice 👌,5,2025-07-20 14:26:10
good,4,2025-07-20 14:25:06
very good,3,2025-07-20 14:23:43
very good app you like one you learn more any subject languages in this app you I learn more English with the his app his App help any language learning by easily like playing a game you spend 5 minute for this app so you learn much better English I was very bad in English but I learn English with this app you try this and you learn much better English and any any language this is very easy to use so I don't struggle to use this app so I prefer to use this app more than more you must download ❤,5,2025-07-20 14:23:32
I LIKE IT,5,2025-07-20 14:22:37
ok,5,2025-07-20 14:21:29
"duolingo is good for learning meanings of the language you're learning but it doesn't teach proper grammar of the language so you have to figure it out your self, other wise pretty good and i would recommend.",4,2025-07-20 14:21:22
very nice ☺️,5,2025-07-20 14:21:19
This aap impress my Japanese talking skills.,5,2025-07-20 14:19:26
yah bacchon ko English sikhane aur sikhane Ke liye bahut achcha hai,5,2025-07-20 14:19:01
very good 💯,5,2025-07-20 14:18:32
love uuu,5,2025-07-20 14:17:57
excellent app,5,2025-07-20 14:17:06
"Great app for learning, but you do feel under pressure sometimes, plus the league positions change overnight so a bit unfair on learners from the UK",4,2025-07-20 14:16:14
❤️,5,2025-07-20 14:16:13
Good game 😊😊,4,2025-07-20 14:15:41
the aap is to much good and easy I very impressed 💯,5,2025-07-20 14:15:36
can u make free,3,2025-07-20 14:15:16
good.,5,2025-07-20 14:14:53
good but keeps giving me same lessons,4,2025-07-20 14:14:29
i love duolingo,5,2025-07-20 14:14:25
this is best app,5,2025-07-20 14:13:53
very gud app 👻,5,2025-07-20 14:13:36
This is a very helpful app.,5,2025-07-20 14:12:57
"I loved this app for a long time, as it made learning fun, turning it into a low pressure game. But they've added more and more ""competitive"" features and things add pressure plus nags that get to a point of detracting from the fun (for me at least). if you do a lot, you get put in more ""competitive"" leagues, which is ok. but eventually the time required just to avoid demotion becomes excessive. Sometimes I wish I'd not renewed my subscription.",3,2025-07-20 14:12:10
"Fantastic language app. However, it's been realesding up lately. It's not allowing me to give the correct answers. Its very frustrating because it's onlynl accepting wrong answer and impose my hearts and cannot finish a game. Also, the Japanese audio has on the most part become so incomprehensible that I lose all my hearts.",4,2025-07-20 14:11:34
very good.💯💯💯💯💯💯💯,5,2025-07-20 14:11:13
bagus banget sumpah,5,2025-07-20 14:09:34
10/10 learning app. learning lots of good français,5,2025-07-20 14:09:23
LOVE IT VERY MUCH😍,5,2025-07-20 14:09:08
this app is educational add free and 🆓 too there is a paid version super do lingo it's trial was amazing,5,2025-07-20 14:08:07
I had a good experience.... worderful and amazement,5,2025-07-20 14:06:13
i hope it's the most best app where i learn a language very good.,5,2025-07-20 14:06:08
Great app,5,2025-07-20 14:05:54
"maybe it's a good option to learn English but It became bad when they added things related to sexual tensions, which is not appropriate for the international community.",1,2025-07-20 14:05:38
"great app to study languages and music, math I choose music it's very fun",5,2025-07-20 14:04:52
"Amazing app, i learned so much",5,2025-07-20 14:04:29
simply stunning and what makes me enjoy it more is their continuous improvement,5,2025-07-20 14:03:59
funny learning,5,2025-07-20 14:03:17
very good app,5,2025-07-20 14:02:58
nice ap to learn lang,5,2025-07-20 14:02:21
i didnt like this app because when i given a wrong answer its start asking me to come back and start from first and its to longer,1,2025-07-20 14:01:42
"I only want my 12-year-old daughter to learn English, not ""gay"" concepts like this App is introducing in Lesson 5, unit 14. ""Talk about relationship.""",1,2025-07-20 13:59:48
most important duolingo,5,2025-07-20 13:59:24
really fun to learn Japanese,5,2025-07-20 13:59:07
very good English learning app i like it so much 😍😍,5,2025-07-20 13:58:42
Great work helped m,4,2025-07-20 13:57:21
good app,4,2025-07-20 13:56:16
Very good,5,2025-07-20 13:56:06
veryyyy 👍 gooood,5,2025-07-20 13:55:07
"Duolingo, You failed, I hate that app because it says ""Take 3 mins or 5 mins"" to learn a lesson also I tried to sleep without muting It says ""Last Chance"" and sound to without muting please be Careful.",1,2025-07-20 13:54:54
"the apps great, quite interactive if you have the pro version helps with retention",4,2025-07-20 13:53:46
it really helped me with Spanish,5,2025-07-20 13:53:32
i enjoy learning in this app you should also do this guys,5,2025-07-20 13:53:25
this is platform is very good to learn English,5,2025-07-20 13:52:58
world best language learning tool,5,2025-07-20 13:51:09
excellent 👌,5,2025-07-20 13:50:46
very nice language lerning app of all people,4,2025-07-20 13:50:46
O uso de IA para substituir os professores deixa as lições com erros de gramática e o curso parece estagnado. Mas mesmas frases e exércitos em todos os níveis.,1,2025-07-20 13:49:12
"Had duo super for probably around 4 years. I'm not quite sure how I would have liked the app without it. sad to cancel, but will not support google through any in store purchases.",5,2025-07-20 13:48:49
super si super,5,2025-07-20 13:47:57
good app,5,2025-07-20 13:46:47
ok but does not work sometimes. wont say certain words so cant learn to pronounce them,3,2025-07-20 13:46:20
this app is so helpful 🥰,5,2025-07-20 13:45:45
useful app,5,2025-07-20 13:43:41
this is great app ever,5,2025-07-20 13:40:49
best ❤️❤️❤️❤️❤️❤️,5,2025-07-20 13:40:20
I don't like it I delete it,1,2025-07-20 13:39:41
it's been very helpful in helping me learn Japanese,5,2025-07-20 13:39:05
rlly rally good app with no adds,5,2025-07-20 13:38:15
let's me learn Spanish,5,2025-07-20 13:37:54
nice,5,2025-07-20 13:36:27
best platform to learn basics of any region language 😊♥️,4,2025-07-20 13:36:16
I want refund! they will charge your card without realizing it your money is gone and I realized it went to Duolingo subscription they didn't ask me first if they are going to charge my card while in a timing that money I need to use is for the emergency. please! return my money back,1,2025-07-20 13:35:46
"I've been a Super user for almost 3 years. Had to uninstall the app because it became unnecessarily hard. Only 16 users stay in the Diamond league, really? It's crazy because everyone wants to stay. And you have to either earn XP to stay in the league or you actually learn the language. Not to mention that developers removed Duo's best features like the community where you could ask questions to native speakers. It would've been much better for me to spend all this time in Busuu instead.",2,2025-07-20 13:33:17
very good 🥰,5,2025-07-20 13:32:30
Nice app for language class 👏🏻 👌🏻 👍🏻 😀 🙂 😄 👏🏻,5,2025-07-20 13:30:47
ok,5,2025-07-20 13:27:10
perfect,5,2025-07-20 13:26:35
it's very nice I am learning French is good for me,5,2025-07-20 13:24:42
this is the best skills teacher,5,2025-07-20 13:24:26
the way they teach is fun and easy to remember,5,2025-07-20 13:21:08
excitingly learning 👍🏻,4,2025-07-20 13:18:45
the best app everrr🎀,5,2025-07-20 13:17:18
